#Replicon Name	Replicon Accession	Start	Stop	Strand	GeneID	Locus	Locus tag	Protein product	Length	Protein name
chr	NC_021741.1	2565529	2567130	+	29902043	-	M495_RS12030	WP_020826933.1	533	MULTISPECIES: hypothetical protein
chr	NC_021741.1	2567473	2567925	+	29902066	-	M495_RS12035	WP_071846564.1	150	hypothetical protein
chr	NC_021741.1	2568171	2570228	+	29902089	-	M495_RS12040	WP_020826935.1	685	TonB-dependent copper receptor
chr	NC_021741.1	2570358	2571254	-	29902105	-	M495_RS12045	WP_020826937.1	298	LysR family transcriptional regulator
chr	NC_021741.1	2571340	2572113	+	29902116	-	M495_RS12050	WP_020826938.1	257	NAD(P)H dehydrogenase
chr	NC_021741.1	2572459	2573424	-	29902157	-	M495_RS12060	WP_048758876.1	321	MarR family transcriptional regulator
chr	NC_021741.1	2573537	2574166	-	29902184	-	M495_RS12065	WP_020826941.1	209	hypothetical protein
chr	NC_021741.1	2574299	2575756	-	29902203	-	M495_RS12070	WP_020826942.1	485	alanine glycine permease
chr	NC_021741.1	2576372	2577646	+	29902229	-	M495_RS12075	WP_020826943.1	424	glutamate dehydrogenase
chr	NC_021741.1	2577703	2579241	-	29902242	-	M495_RS12080	WP_020826944.1	512	long-chain-fatty-acid--CoA ligase
chr	NC_021741.1	2579438	2580007	+	29902262	-	M495_RS12085	WP_020826945.1	189	glutamine amidotransferase
chr	NC_021741.1	2580098	2580475	-	29906604	-	M495_RS12090	WP_020826946.1	125	hypothetical protein
chr	NC_021741.1	2580658	2582112	-	29902305	-	M495_RS12095	WP_020826947.1	484	multidrug transporter
chr	NC_021741.1	2582114	2585266	-	29902330	-	M495_RS12100	WP_020826948.1	1050	multidrug efflux RND transporter permease subunit
chr	NC_021741.1	2585269	2586411	-	29902346	-	M495_RS12105	WP_020826949.1	380	acriflavine resistance protein E
chr	NC_021741.1	2586563	2588077	-	29902373	-	M495_RS12110	WP_020826950.1	504	MFS transporter
chr	NC_021741.1	2588121	2588825	+	29902385	-	M495_RS12115	WP_041414567.1	234	TetR family transcriptional regulator
chr	NC_021741.1	2588978	2590027	+	29906516	-	M495_RS12120	WP_020826952.1	349	L-asparaginase
chr	NC_021741.1	2590075	2591205	-	29902438	-	M495_RS12125	WP_020826953.1	376	agmatine deiminase
chr	NC_021741.1	2591354	2592217	+	29902454	-	M495_RS12130	WP_041414568.1	287	LysR family transcriptional regulator
chr	NC_021741.1	2592370	2594043	+	29902494	-	M495_RS12135	WP_020826955.1	557	gamma-glutamyltranspeptidase
chr	NC_021741.1	2594094	2596037	-	29902504	-	M495_RS12140	WP_020826956.1	647	transglutaminase
chr	NC_021741.1	2596170	2596739	-	29902534	-	M495_RS12145	WP_020826957.1	189	hypothetical protein
chr	NC_021741.1	2596864	2597775	+	29902570	-	M495_RS12150	WP_020826958.1	303	EamA family transporter
chr	NC_021741.1	2598036	2599334	-	29902581	-	M495_RS12155	WP_020826959.1	432	cytochrome c
chr	NC_021741.1	2599331	2601613	-	29902610	-	M495_RS12160	WP_020826960.1	760	aldehyde dehydrogenase
chr	NC_021741.1	2601610	2602083	-	29902626	-	M495_RS12165	WP_020826961.1	157	(2Fe-2S)-binding protein
chr	NC_021741.1	2602809	2603759	+	29902640	-	M495_RS12170	WP_020826962.1	316	dihydrofolate reductase
chr	NC_021741.1	2603851	2605158	+	29902669	-	M495_RS12175	WP_020826963.1	435	MFS transporter
chr	NC_021741.1	2605248	2605982	+	29902685	-	M495_RS12180	WP_020826964.1	244	MurR/RpiR family transcriptional regulator
chr	NC_021741.1	2606119	2607555	+	29905041	-	M495_RS12185	WP_020826965.1	478	6-phospho-beta-glucosidase
chr	NC_021741.1	2607683	2608609	-	29902721	-	M495_RS12190	WP_020826966.1	308	rhizopine-binding protein
chr	NC_021741.1	2608771	2609886	-	29902743	-	M495_RS12195	WP_020826967.1	371	1-carboxy-3-chloro-3,4-dihydroxycyclo hexa-1,5-diene dehydrogenase
chr	NC_021741.1	2609898	2610893	-	29906605	-	M495_RS12200	WP_020826968.1	331	inositol 2-dehydrogenase
chr	NC_021741.1	2610916	2611896	-	29902787	-	M495_RS12205	WP_020826969.1	326	hypothetical protein
chr	NC_021741.1	2611898	2612713	-	29902803	-	M495_RS12210	WP_020826970.1	271	2,4-dihydroxyhept-2-ene-1,7-dioic acid aldolase
chr	NC_021741.1	2612723	2614156	-	29902830	-	M495_RS12215	WP_020826971.1	477	NAD-dependent succinate-semialdehyde dehydrogenase
chr	NC_021741.1	2614512	2615453	+	29902848	-	M495_RS12220	WP_020826972.1	313	MurR/RpiR family transcriptional regulator
chr	NC_021741.1	2615605	2617449	+	29902857	-	M495_RS12225	WP_041415401.1	614	3D-(3,5/4)-trihydroxycyclohexane-1,2-dione acylhydrolase (decyclizing)
chr	NC_021741.1	2617464	2618378	+	29902878	-	M495_RS12230	WP_020826974.1	304	myo-inosose-2 dehydratase
chr	NC_021741.1	2618375	2619187	+	29902895	-	M495_RS12235	WP_041414571.1	270	short-chain dehydrogenase
chr	NC_021741.1	2619340	2620218	-	29902927	-	M495_RS12240	WP_020826976.1	292	glycosyl transferase
chr	NC_021741.1	2620248	2621573	-	29902941	-	M495_RS12245	WP_020826977.1	441	lysine 6-monooxygenase
chr	NC_021741.1	2622884	2623525	+	29902951	-	M495_RS12250	WP_020826978.1	213	TetR family transcriptional regulator
chr	NC_021741.1	2623722	2625059	-	29902968	-	M495_RS12255	WP_020826979.1	445	D-serine ammonia-lyase
chr	NC_021741.1	2625270	2625740	-	29902984	-	M495_RS12260	WP_020826980.1	156	VOC family protein
chr	NC_021741.1	2625755	2626108	-	29903434	-	M495_RS12265	WP_020826981.1	117	hypothetical protein
chr	NC_021741.1	2628159	2630195	+	29902975	-	M495_RS12275	WP_020826984.1	678	TonB-dependent siderophore receptor
chr	NC_021741.1	2630251	2631945	-	29906723	-	M495_RS12280	WP_020826985.1	564	alpha-glucosidase
chr	NC_021741.1	2631966	2633081	-	29905581	-	M495_RS12285	WP_020826986.1	371	ABC transporter ATP-binding protein
chr	NC_021741.1	2633146	2634507	-	29905907	-	M495_RS12290	WP_020826987.1	453	alpha-glucosidase
chr	NC_021741.1	2634540	2635385	-	29903066	-	M495_RS12295	WP_020826988.1	281	sugar ABC transporter permease
chr	NC_021741.1	2635382	2636377	-	29903093	-	M495_RS12300	WP_020826989.1	331	ABC transporter permease
chr	NC_021741.1	2636411	2637676	-	29903107	-	M495_RS12305	WP_041414574.1	421	ABC transporter substrate-binding protein
chr	NC_021741.1	2637800	2638735	+	29903122	-	M495_RS12310	WP_020826991.1	311	LysR family transcriptional regulator
chr	NC_021741.1	2638736	2639005	-	29903147	-	M495_RS12315	WP_020826992.1	89	PTS sugar transporter subunit IIB
chr	NC_021741.1	2639375	2640040	-	29903161	-	M495_RS12320	WP_020826994.1	221	hypothetical protein
chr	NC_021741.1	2640153	2640638	+	29903209	-	M495_RS12325	WP_041415403.1	161	membrane protein
chr	NC_021741.1	2640645	2643071	-	29903214	-	M495_RS12330	WP_020826996.1	808	mechanosensitive ion channel protein
chr	NC_021741.1	2643557	2645284	+	29903229	-	M495_RS12335	WP_020826997.1	575	ABC transporter
chr	NC_021741.1	2645372	2645782	+	29903249	-	M495_RS12340	WP_020826998.1	136	hypothetical protein
chr	NC_021741.1	2645796	2647178	-	29903275	-	M495_RS12345	WP_041415406.1	460	cation transporter
chr	NC_021741.1	2647205	2647384	-	29903290	-	M495_RS12350	WP_020827000.1	59	hypothetical protein
chr	NC_021741.1	2647730	2648749	-	29903318	-	M495_RS12355	WP_020827002.1	339	hypothetical protein
chr	NC_021741.1	2649145	2650809	-	29903335	-	M495_RS12360	WP_051150513.1	554	peptide ABC transporter substrate-binding protein
chr	NC_021741.1	2651326	2652342	+	29902624	-	M495_RS12365	WP_020827004.1	338	iron ABC transporter substrate-binding protein
chr	NC_021741.1	2652377	2653960	+	29903382	-	M495_RS12370	WP_020827005.1	527	iron ABC transporter permease
chr	NC_021741.1	2653957	2654994	+	29903393	-	M495_RS12375	WP_020827006.1	345	amino acid ABC transporter substrate-binding protein
chr	NC_021741.1	2655267	2657372	+	29903429	-	M495_RS12380	WP_020827007.1	701	elongation factor G
chr	NC_021741.1	2657404	2658369	-	29903459	-	M495_RS12385	WP_020827008.1	321	EamA family transporter
chr	NC_021741.1	2658474	2659301	-	29903478	-	M495_RS12390	WP_020827009.1	275	AraC family transcriptional regulator
chr	NC_021741.1	2661003	2661911	-	29903523	-	M495_RS12400	WP_020827011.1	302	esterase
chr	NC_021741.1	2661901	2662797	-	29903537	-	M495_RS12405	WP_020827012.1	298	alpha/beta hydrolase
chr	NC_021741.1	2662826	2663881	-	29903558	-	M495_RS12410	WP_020827013.1	351	AP endonuclease
chr	NC_021741.1	2664023	2664607	+	29903582	-	M495_RS12415	WP_020827014.1	194	TetR family transcriptional regulator
chr	NC_021741.1	2664608	2664910	-	29903605	-	M495_RS12420	WP_020827015.1	100	cupin
chr	NC_021741.1	2665013	2666893	-	29903624	-	M495_RS12425	WP_020827016.1	626	potassium transporter Kup
chr	NC_021741.1	2666978	2667886	-	29903641	-	M495_RS12430	WP_020827017.1	302	LysR family transcriptional regulator
chr	NC_021741.1	2668059	2669009	+	29903668	-	M495_RS12435	WP_020827018.1	316	branched-chain amino acid ABC transporter permease
chr	NC_021741.1	2669019	2670131	+	29906349	-	M495_RS12440	WP_020827019.1	370	ABC transporter ATP-binding protein
chr	NC_021741.1	2670128	2670898	+	29904482	-	M495_RS12445	WP_020827020.1	256	ABC transporter ATP-binding protein
chr	NC_021741.1	2670891	2671604	+	29903707	-	M495_RS12450	WP_020827021.1	237	ABC transporter ATP-binding protein
chr	NC_021741.1	2671639	2672799	+	29903737	-	M495_RS12455	WP_020827022.1	386	branched chain amino acid ABC transporter substrate-binding protein
chr	NC_021741.1	2672828	2673319	+	29903761	-	M495_RS12460	WP_020827023.1	163	2-amino-thiazoline-4-carboxylic acid hydrolase
chr	NC_021741.1	2673316	2674542	+	29903770	-	M495_RS12465	WP_020827024.1	408	Zn-dependent hydrolase
chr	NC_021741.1	2674631	2674978	+	29904523	-	M495_RS12470	WP_020827025.1	115	transcriptional regulator
chr	NC_021741.1	2674982	2675515	+	29903815	-	M495_RS12475	WP_020827026.1	177	ATPase
chr	NC_021741.1	2675516	2676544	-	29903844	-	M495_RS12480	WP_020827027.1	342	magnesium transporter CorA
chr	NC_021741.1	2676749	2678359	+	29903866	-	M495_RS12485	WP_020827028.1	536	anion permease
chr	NC_021741.1	2678386	2679300	+	29903869	-	M495_RS12490	WP_020827029.1	304	polyphosphate kinase 2
chr	NC_021741.1	2679464	2680297	+	29903886	-	M495_RS12495	WP_020827030.1	277	peptidase S11
chr	NC_021741.1	2680454	2681437	+	29903914	-	M495_RS12500	WP_020827031.1	327	alkane 1-monooxygenase
chr	NC_021741.1	2681439	2682743	-	29903936	-	M495_RS12505	WP_020827032.1	434	transcriptional regulator
chr	NC_021741.1	2682812	2683069	+	29904262	-	M495_RS12510	WP_020827033.1	85	hypothetical protein
chr	NC_021741.1	2683066	2683779	+	29903973	-	M495_RS12515	WP_020827034.1	237	glutamine amidotransferase
chr	NC_021741.1	2683783	2684622	+	29905970	-	M495_RS12520	WP_020827035.1	279	pyridoxal kinase
chr	NC_021741.1	2684664	2685377	-	29904008	-	M495_RS12525	WP_020827036.1	237	flagellar brake protein YcgR
chr	NC_021741.1	2685451	2686233	-	29904066	-	M495_RS12530	WP_020827037.1	260	N-formylglutamate amidohydrolase
chr	NC_021741.1	2686333	2688054	-	29904095	-	M495_RS12535	WP_020827038.1	573	acyltransferase
chr	NC_021741.1	2688223	2689884	-	29904161	-	M495_RS12540	WP_041414580.1	553	hypothetical protein
chr	NC_021741.1	2690350	2691603	+	29904223	-	M495_RS12545	WP_020827040.1	417	ABC transporter substrate-binding protein
chr	NC_021741.1	2691686	2692624	+	29904270	-	M495_RS12550	WP_020827041.1	312	sugar ABC transporter permease
chr	NC_021741.1	2692637	2693455	+	29904287	-	M495_RS12555	WP_020827042.1	272	sugar ABC transporter permease
chr	NC_021741.1	2693478	2694590	+	29904338	-	M495_RS12560	WP_020827043.1	370	ABC transporter ATP-binding protein
chr	NC_021741.1	2694610	2695893	+	29904383	-	M495_RS12565	WP_020827044.1	427	oxidoreductase
chr	NC_021741.1	2695912	2696820	+	29904440	-	M495_RS12570	WP_020827045.1	302	ROK family transcriptional regulator
chr	NC_021741.1	2697153	2697923	+	29904514	-	M495_RS12575	WP_020827046.1	256	DeoR family transcriptional regulator
chr	NC_021741.1	2697949	2699115	+	29904520	-	M495_RS12580	WP_020827047.1	388	tagatose-6-phosphate ketose isomerase
chr	NC_021741.1	2699125	2699979	+	29904597	-	M495_RS12585	WP_020827048.1	284	fructose-bisphosphate aldolase
chr	NC_021741.1	2700306	2700617	+	29903922	-	M495_RS12590	WP_020827049.1	103	hypothetical protein
chr	NC_021741.1	2700829	2701353	+	29904627	-	M495_RS12595	WP_020827050.1	174	methylated-DNA--protein-cysteine methyltransferase
chr	NC_021741.1	2701776	2702540	+	29904735	-	M495_RS12600	WP_012145310.1	254	MULTISPECIES: transcriptional regulator FNR
chr	NC_021741.1	2702668	2703630	+	29904211	-	M495_RS12605	WP_020827051.1	320	universal stress protein E
chr	NC_021741.1	2703684	2705078	-	29904754	-	M495_RS12610	WP_041414583.1	464	NAD(P) transhydrogenase subunit beta
chr	NC_021741.1	2705089	2706618	-	29903512	-	M495_RS12615	WP_020827053.1	509	NAD(P) transhydrogenase subunit alpha
chr	NC_021741.1	2706836	2707015	-	29904873	-	M495_RS12620	WP_020827054.1	59	hypothetical protein
chr	NC_021741.1	2707158	2708108	+	29905616	-	M495_RS12625	WP_020827055.1	316	hypothetical protein
chr	NC_021741.1	2708354	2709745	+	29904981	-	M495_RS12630	WP_020827057.1	463	arginine:ornithine antiporter
chr	NC_021741.1	2709774	2710190	-	29905042	-	M495_RS12635	WP_020827058.1	138	hypothetical protein
chr	NC_021741.1	2710317	2711039	+	29905104	-	M495_RS12640	WP_020827059.1	240	dihydromonapterin reductase
chr	NC_021741.1	2711113	2711838	+	29905125	-	M495_RS12645	WP_041415408.1	241	DNA-binding response regulator
chr	NC_021741.1	2711835	2713139	+	29905193	-	M495_RS12650	WP_020827061.1	434	two-component sensor histidine kinase
chr	NC_021741.1	2713206	2714702	+	29905222	-	M495_RS12655	WP_020827062.1	498	carboxypeptidase M32
chr	NC_021741.1	2715050	2715355	+	29905268	-	M495_RS12660	WP_020827063.1	101	acid-shock protein
chr	NC_021741.1	2715658	2716479	+	29905333	-	M495_RS12665	WP_020827064.1	273	serine protease
chr	NC_021741.1	2716484	2717299	-	29905391	-	M495_RS12670	WP_020827065.1	271	hypothetical protein
chr	NC_021741.1	2717401	2718549	+	29905452	-	M495_RS12675	WP_020827066.1	382	MFS transporter
chr	NC_021741.1	2718527	2722414	-	29905490	-	M495_RS12680	WP_020827067.1	1295	ATP-dependent helicase
chr	NC_021741.1	2722684	2723289	+	29905596	-	M495_RS12685	WP_020827068.1	201	azoreductase
chr	NC_021741.1	2723417	2723740	-	29905618	-	M495_RS12690	WP_020827069.1	107	hypothetical protein
chr	NC_021741.1	2723749	2723946	-	29905670	-	M495_RS12695	WP_020827070.1	65	YnbE family lipoprotein
chr	NC_021741.1	2723943	2726555	-	29905762	-	M495_RS12700	WP_020827071.1	870	hypothetical protein
chr	NC_021741.1	2727107	2728099	+	29905817	-	M495_RS12705	WP_020827072.1	330	lactate dehydrogenase
chr	NC_021741.1	2728120	2728548	+	29905928	-	M495_RS12710	WP_020827073.1	142	heat-inducible protein
chr	NC_021741.1	2728592	2728852	-	29905975	-	M495_RS12715	WP_020827074.1	86	hypothetical protein
chr	NC_021741.1	2729323	2729655	-	29906807	-	M495_RS12720	WP_020827075.1	110	multidrug DMT transporter
chr	NC_021741.1	2729904	2733437	+	29906166	-	M495_RS12725	WP_020827076.1	1177	pyruvate:ferredoxin (flavodoxin) oxidoreductase
chr	NC_021741.1	2733655	2734809	+	29906307	-	M495_RS12730	WP_041415413.1	384	MexE family multidrug efflux RND transporter periplasmic adaptor subunit
chr	NC_021741.1	2734809	2737994	+	29906466	-	M495_RS12735	WP_020827078.1	1061	multidrug efflux RND transporter permease subunit
chr	NC_021741.1	2737991	2739487	+	29906634	-	M495_RS12740	WP_020827079.1	498	hypothetical protein
chr	NC_021741.1	2739548	2742088	+	29906716	-	M495_RS12745	WP_020827080.1	846	copper-translocating P-type ATPase
chr	NC_021741.1	2742466	2742966	+	29903109	-	M495_RS12755	WP_020827081.1	166	Cu(I)-responsive transcriptional regulator
chr	NC_021741.1	2743026	2743226	+	29905294	-	M495_RS12760	WP_020827082.1	66	hypothetical protein
chr	NC_021741.1	2743319	2743579	+	29903489	-	M495_RS12765	WP_020827083.1	86	hypothetical protein
chr	NC_021741.1	2743886	2744818	+	29904845	-	M495_RS12770	WP_020827084.1	310	tRNA 2-thiocytidine(32) synthetase TtcA
chr	NC_021741.1	2744960	2745358	+	29905734	-	M495_RS12775	WP_020827085.1	132	glyoxalase
chr	NC_021741.1	2745574	2746557	-	29906250	zntB	M495_RS12780	WP_020827086.1	327	zinc transporter ZntB
chr	NC_021741.1	2746704	2747786	+	29904378	-	M495_RS12785	WP_041414586.1	360	hypothetical protein
chr	NC_021741.1	2747980	2748228	+	29906421	-	M495_RS12790	WP_020827088.1	82	hypothetical protein
chr	NC_021741.1	2748403	2750037	-	29904748	-	M495_RS12795	WP_041414588.1	544	peptide ABC transporter substrate-binding protein
chr	NC_021741.1	2750196	2750546	-	29902514	-	M495_RS12800	WP_020827090.1	116	hypothetical protein
chr	NC_021741.1	2750754	2751461	+	29902198	-	M495_RS12805	WP_020827091.1	235	murein peptide amidase A
chr	NC_021741.1	2751467	2752438	-	29904418	-	M495_RS12810	WP_041414590.1	323	dipeptide epimerase
chr	NC_021741.1	2752663	2753166	+	29906545	-	M495_RS12815	WP_020827093.1	167	2-Cys peroxiredoxin
chr	NC_021741.1	2753239	2754810	-	29906524	-	M495_RS12820	WP_020827094.1	523	TyrR family transcriptional regulator
chr	NC_021741.1	2755139	2756200	-	29906369	-	M495_RS12825	WP_020827095.1	353	hypothetical protein
chr	NC_021741.1	2756197	2757594	-	29904082	-	M495_RS12830	WP_020827096.1	465	hypothetical protein
chr	NC_021741.1	2757575	2757841	-	29902091	-	M495_RS12835	WP_020827097.1	88	phage-shock protein
chr	NC_021741.1	2757938	2758297	-	29906816	-	M495_RS12840	WP_020827098.1	119	DNA-binding transcriptional activator PspC
chr	NC_021741.1	2758297	2758524	-	29902588	-	M495_RS12845	WP_012145351.1	75	MULTISPECIES: phage shock protein B
chr	NC_021741.1	2758685	2759350	-	29905044	-	M495_RS12850	WP_020827099.1	221	phage shock protein PspA
chr	NC_021741.1	2759535	2760542	+	29902922	-	M495_RS12855	WP_020827100.1	335	sigma-54-dependent Fis family transcriptional regulator
chr	NC_021741.1	2760736	2761923	-	29905099	-	M495_RS12860	WP_020827101.1	395	GTP-binding protein
chr	NC_021741.1	2761936	2762496	-	29903796	-	M495_RS12865	WP_020827102.1	186	carbonate dehydratase
chr	NC_021741.1	2762486	2763415	-	29905561	-	M495_RS12870	WP_020827103.1	309	GTP cyclohydrolase FolE2
chr	NC_021741.1	2763621	2765273	+	29902796	-	M495_RS12875	WP_020827104.1	550	peptide ABC transporter substrate-binding protein SapA
chr	NC_021741.1	2765270	2766235	+	29903118	-	M495_RS12880	WP_020827105.1	321	antimicrobial peptide ABC transporter permease SapB
chr	NC_021741.1	2766222	2767112	+	29905130	-	M495_RS12885	WP_020827106.1	296	antimicrobial peptide ABC transporter permease SapC
chr	NC_021741.1	2767112	2768104	+	29906374	-	M495_RS12890	WP_020827107.1	330	peptide ABC transporter ATP-binding protein
chr	NC_021741.1	2768106	2768918	+	29903062	-	M495_RS12895	WP_020827108.1	270	ABC transporter ATP-binding protein
chr	NC_021741.1	2769504	2770691	+	29904681	-	M495_RS12900	WP_020827109.1	395	peroxidase
chr	NC_021741.1	2770695	2771591	-	29903746	-	M495_RS12905	WP_020827110.1	298	LysR family transcriptional regulator
chr	NC_021741.1	2771673	2772842	-	29903351	-	M495_RS12910	WP_041414592.1	389	D-alanyl-D-alanine carboxypeptidase
chr	NC_021741.1	2773123	2775429	+	29905440	-	M495_RS12915	WP_020827112.1	768	molybdopterin oxidoreductase
chr	NC_021741.1	2775445	2776299	-	29906271	-	M495_RS12920	WP_020827113.1	284	LysR family transcriptional regulator
chr	NC_021741.1	2776399	2776926	+	29906698	-	M495_RS12925	WP_020827114.1	175	lactoylglutathione lyase
chr	NC_021741.1	2777112	2779046	+	29906370	-	M495_RS12930	WP_020827115.1	644	exoribonuclease II
chr	NC_021741.1	2779276	2781333	+	29906472	-	M495_RS12935	WP_020827116.1	685	carbon starvation protein A
chr	NC_021741.1	2781534	2782199	-	29902757	-	M495_RS12940	WP_020827117.1	221	fructose-6-phosphate aldolase
chr	NC_021741.1	2782347	2783246	+	29903223	-	M495_RS12945	WP_020827118.1	299	pyruvate formate-lyase 3-activating protein
chr	NC_021741.1	2783251	2785683	+	29905833	-	M495_RS12950	WP_020827119.1	810	glycyl radical enzyme
chr	NC_021741.1	2785732	2786478	+	29904878	-	M495_RS12955	WP_041414595.1	248	DeoR family transcriptional regulator
chr	NC_021741.1	2786529	2787224	-	29902237	-	M495_RS12960	WP_020827121.1	231	L-ribulose-5-phosphate 4-epimerase
chr	NC_021741.1	2787577	2787795	+	29902322	-	M495_RS12965	WP_004945176.1	72	MULTISPECIES: hypothetical protein
chr	NC_021741.1	2788003	2788329	-	29903032	-	M495_RS12970	WP_020827122.1	108	translation initiation factor
chr	NC_021741.1	2788340	2789095	-	29902120	-	M495_RS12975	WP_041414598.1	251	orotidine 5\'-phosphate decarboxylase
chr	NC_021741.1	2789397	2789657	+	29903477	-	M495_RS12980	WP_020827124.1	86	hypothetical protein
chr	NC_021741.1	2789828	2790124	+	29903201	-	M495_RS12985	WP_020827125.1	98	hypothetical protein
chr	NC_021741.1	2790185	2791354	-	29904330	-	M495_RS12990	WP_020827126.1	389	lipopolysaccharide assembly protein LapB
chr	NC_021741.1	2791361	2791663	-	29903208	-	M495_RS12995	WP_020827127.1	100	membrane protein
chr	NC_021741.1	2791949	2792719	-	29903475	-	M495_RS13000	WP_020827128.1	256	phosphatidylglycerophosphatase B
chr	NC_021741.1	2792998	2793591	+	29903243	-	M495_RS13005	WP_041415420.1	197	GTP cyclohydrolase II
chr	NC_021741.1	2793640	2796312	-	29904424	-	M495_RS13010	WP_041414600.1	890	aconitate hydratase 1
chr	NC_021741.1	2796659	2797261	+	29906530	-	M495_RS13015	WP_020827131.1	200	hypothetical protein
chr	NC_021741.1	2797368	2798342	-	29905721	-	M495_RS13020	WP_020827132.1	324	LysR family transcriptional regulator CysB
chr	NC_021741.1	2798703	2801300	-	29905646	-	M495_RS13025	WP_020827133.1	865	DNA topoisomerase I
chr	NC_021741.1	2801727	2801978	+	29902575	-	M495_RS13030	WP_020827134.1	83	hypothetical protein
chr	NC_021741.1	2802026	2803072	-	29904726	-	M495_RS13035	WP_020827135.1	348	protease SohB
chr	NC_021741.1	2803431	2804192	+	29903744	-	M495_RS13040	WP_020827136.1	253	NAD(P)-dependent oxidoreductase
chr	NC_021741.1	2804206	2804796	+	29906396	-	M495_RS13045	WP_020827137.1	196	cob(I)yrinic acid a,c-diamide adenosyltransferase
chr	NC_021741.1	2804841	2805737	-	29904696	-	M495_RS13050	WP_020827138.1	298	23S rRNA pseudouridylate synthase B
chr	NC_021741.1	2805849	2807492	+	29904139	-	M495_RS13055	WP_020827139.1	547	hypothetical protein
chr	NC_021741.1	2807523	2807720	-	30329103	-	M495_RS24990	WP_041414603.1	65	hypothetical protein
chr	NC_021741.1	2807826	2808077	-	29906334	-	M495_RS13065	WP_020827140.1	83	hypothetical protein
chr	NC_021741.1	2808342	2808701	+	30329104	-	M495_RS24995	WP_071846565.1	119	hypothetical protein
chr	NC_021741.1	2808822	2809313	+	29903880	-	M495_RS13070	WP_020827141.1	163	hypothetical protein
chr	NC_021741.1	2809494	2810834	+	29902106	-	M495_RS24670	WP_020827142.1	446	hypothetical protein
chr	NC_021741.1	2811418	2811978	+	29904143	-	M495_RS13080	WP_020827143.1	186	resolvase
chr	NC_021741.1	2812119	2813147	-	29902822	-	M495_RS13085	WP_041415424.1	342	hypothetical protein
chr	NC_021741.1	2813424	2814059	+	29905564	-	M495_RS13090	WP_020827145.1	211	hypothetical protein
chr	NC_021741.1	2814069	2814776	+	29905574	-	M495_RS13095	WP_020827146.1	235	hypothetical protein
chr	NC_021741.1	2815320	2816117	-	29906372	-	M495_RS13100	WP_020827147.1	265	dioxygenase
chr	NC_021741.1	2816265	2816624	-	29903801	-	M495_RS13105	WP_020827148.1	119	hypothetical protein
chr	NC_021741.1	2816743	2817363	-	29904601	-	M495_RS13110	WP_020827149.1	206	hypothetical protein
chr	NC_021741.1	2817412	2818299	-	29902940	-	M495_RS13115	WP_020827150.1	295	phosphatase
chr	NC_021741.1	2818674	2820233	+	29902225	-	M495_RS13120	WP_020827151.1	519	anthranilate synthase component I
chr	NC_021741.1	2820233	2820814	+	29903268	-	M495_RS13125	WP_020827152.1	193	glutamine amidotransferase
chr	NC_021741.1	2820830	2821828	+	29904704	-	M495_RS13130	WP_020827153.1	332	anthranilate phosphoribosyltransferase
chr	NC_021741.1	2821829	2823193	+	29904269	-	M495_RS13135	WP_020827154.1	454	bifunctional indole-3-glycerol phosphate synthase/phosphoribosylanthranilate isomerase
chr	NC_021741.1	2823225	2824415	+	29906344	-	M495_RS13140	WP_020827155.1	396	tryptophan synthase subunit beta
chr	NC_021741.1	2824415	2825221	+	29904137	-	M495_RS13145	WP_020827156.1	268	tryptophan synthase subunit alpha
chr	NC_021741.1	2825441	2825755	+	29902949	-	M495_RS13150	WP_020827157.1	104	BON domain-containing protein
chr	NC_021741.1	2825800	2826456	-	29904103	-	M495_RS13155	WP_041414606.1	218	outer membrane protein OmpW
chr	NC_021741.1	2826728	2827168	+	29903806	-	M495_RS13160	WP_020827159.1	146	zinc/iron-chelating domain-containing protein
chr	NC_021741.1	2827208	2827960	+	29902891	-	M495_RS13165	WP_020827160.1	250	hypothetical protein
chr	NC_021741.1	2828008	2829711	-	29902912	-	M495_RS13170	WP_020827161.1	567	sulfate permease
chr	NC_021741.1	2829946	2830485	+	29905958	-	M495_RS13175	WP_020827162.1	179	intracellular septation protein A
chr	NC_021741.1	2830561	2830989	+	29903363	-	M495_RS13180	WP_020827163.1	142	acyl-CoA thioesterase
chr	NC_021741.1	2831238	2832263	+	29904148	-	M495_RS13185	WP_020827164.1	341	LacI family transcriptional regulator
chr	NC_021741.1	2832274	2833242	-	29906813	-	M495_RS13190	WP_020827165.1	322	nucleoside hydrolase
chr	NC_021741.1	2833239	2834450	-	29906691	-	M495_RS13195	WP_041414607.1	403	MFS transporter
chr	NC_021741.1	2834788	2835534	-	29905307	-	M495_RS13200	WP_020827167.1	248	TonB system transport protein TonB
chr	NC_021741.1	2835773	2836426	-	29901989	-	M495_RS13205	WP_020827168.1	217	hypothetical protein
chr	NC_021741.1	2836607	2836903	+	29905769	-	M495_RS13210	WP_020827169.1	98	hypothetical protein
chr	NC_021741.1	2837127	2839016	+	29906759	-	M495_RS13215	WP_020827170.1	629	hypothetical protein
chr	NC_021741.1	2839294	2839557	+	29906683	-	M495_RS13220	WP_020827171.1	87	hypothetical protein
chr	NC_021741.1	2839631	2840185	-	29905725	-	M495_RS13225	WP_020827172.1	184	TetR family transcriptional regulator
chr	NC_021741.1	2840311	2841783	+	29904064	-	M495_RS13230	WP_020827173.1	490	MFS transporter
